inventory_id,signature_id,ambiguity_kind,classmark,cudl_label,fist_signature_ids,fist_inventory_ids,leading_char,pattern_guess
,,no_fist_match,or1080.278,MS-OR-01080-00002-00078,,,,or_single_segment
,,no_fist_match,or1080.280,MS-OR-01080-00002-00080,,,,or_single_segment
,,no_fist_match,or1080.281,MS-OR-01080-00002-00081,,,,or_single_segment
,,no_fist_match,or1080.282,MS-OR-01080-00002-00082,,,,or_single_segment
,,no_fist_match,or1080.31,MS-OR-01080-00003-00001,,,,or_single_segment
,,no_fist_match,or1080.32,MS-OR-01080-00003-00002,,,,or_single_segment
,,no_fist_match,or1080.33,MS-OR-01080-00003-00003,,,,or_single_segment
,,no_fist_match,or1080.34,MS-OR-01080-00003-00004,,,,or_single_segment
,,no_fist_match,or1080.35,MS-OR-01080-00003-00005,,,,or_single_segment
,,no_fist_match,or1080.37,MS-OR-01080-00003-00007,,,,or_single_segment
,,no_fist_match,or1080.39,MS-OR-01080-00003-00009,,,,or_single_segment
,,no_fist_match,or1080.310,MS-OR-01080-00003-00010,,,,or_single_segment
,,no_fist_match,or1080.311,MS-OR-01080-00003-00011,,,,or_single_segment
,,no_fist_match,or1080.312,MS-OR-01080-00003-00012,,,,or_single_segment
,,no_fist_match,or1080.313,MS-OR-01080-00003-00013,,,,or_single_segment
,,no_fist_match,or1080.314,MS-OR-01080-00003-00014,,,,or_single_segment
,,no_fist_match,or1080.315,MS-OR-01080-00003-00015,,,,or_single_segment
,,no_fist_match,or1080.316,MS-OR-01080-00003-00016,,,,or_single_segment
,,no_fist_match,or1080.317,MS-OR-01080-00003-00017,,,,or_single_segment
,,no_fist_match,or1080.318,MS-OR-01080-00003-00018,,,,or_single_segment
,,no_fist_match,or1080.319,MS-OR-01080-00003-00019,,,,or_single_segment
,,no_fist_match,or1080.320,MS-OR-01080-00003-00020,,,,or_single_segment
,,no_fist_match,or1080.321,MS-OR-01080-00003-00021,,,,or_single_segment
,,no_fist_match,or1080.322,MS-OR-01080-00003-00022,,,,or_single_segment
,,no_fist_match,or1080.323,MS-OR-01080-00003-00023,,,,or_single_segment
,,no_fist_match,or1080.324,MS-OR-01080-00003-00024,,,,or_single_segment
,,no_fist_match,or1080.325,MS-OR-01080-00003-00025,,,,or_single_segment
,,no_fist_match,or1080.326,MS-OR-01080-00003-00026,,,,or_single_segment
,,no_fist_match,or1080.327,MS-OR-01080-00003-00027,,,,or_single_segment
,,no_fist_match,or1080.328,MS-OR-01080-00003-00028,,,,or_single_segment
,,no_fist_match,or1080.329,MS-OR-01080-00003-00029,,,,or_single_segment
,,no_fist_match,or1080.330,MS-OR-01080-00003-00030,,,,or_single_segment
,,no_fist_match,or1080.331,MS-OR-01080-00003-00031,,,,or_single_segment
,,no_fist_match,or1080.332,MS-OR-01080-00003-00032,,,,or_single_segment
,,no_fist_match,or1080.333,MS-OR-01080-00003-00033,,,,or_single_segment
,,no_fist_match,or1080.335,MS-OR-01080-00003-00035,,,,or_single_segment
,,no_fist_match,or1080.336,MS-OR-01080-00003-00036,,,,or_single_segment
,,no_fist_match,or1080.337,MS-OR-01080-00003-00037,,,,or_single_segment
,,no_fist_match,or1080.338,MS-OR-01080-00003-00038,,,,or_single_segment
,,no_fist_match,or1080.339,MS-OR-01080-00003-00039,,,,or_single_segment
,,no_fist_match,or1080.340,MS-OR-01080-00003-00040,,,,or_single_segment
,,no_fist_match,or1080.341,MS-OR-01080-00003-00041,,,,or_single_segment
,,no_fist_match,or1080.342,MS-OR-01080-00003-00042,,,,or_single_segment
,,no_fist_match,or1080.343,MS-OR-01080-00003-00043,,,,or_single_segment
,,no_fist_match,or1080.344,MS-OR-01080-00003-00044,,,,or_single_segment
,,no_fist_match,or1080.345,MS-OR-01080-00003-00045,,,,or_single_segment
,,no_fist_match,or1080.346,MS-OR-01080-00003-00046,,,,or_single_segment
,,no_fist_match,or1080.348,MS-OR-01080-00003-00048,,,,or_single_segment
,,no_fist_match,or1080.349a,MS-OR-01080-00003-00049-A,,,,or_single_segment
,,no_fist_match,or1080.349b,MS-OR-01080-00003-00049-B,,,,or_single_segment
,,no_fist_match,or1080.350,MS-OR-01080-00003-00050,,,,or_single_segment
,,no_fist_match,or1080.351,MS-OR-01080-00003-00051,,,,or_single_segment
,,no_fist_match,or1080.352,MS-OR-01080-00003-00052,,,,or_single_segment
,,no_fist_match,or1080.353,MS-OR-01080-00003-00053,,,,or_single_segment
,,no_fist_match,or1080.354,MS-OR-01080-00003-00054,,,,or_single_segment
,,no_fist_match,or1080.355,MS-OR-01080-00003-00055,,,,or_single_segment
,,no_fist_match,or1080.356,MS-OR-01080-00003-00056,,,,or_single_segment
,,no_fist_match,or1080.357,MS-OR-01080-00003-00057,,,,or_single_segment
,,no_fist_match,or1080.358,MS-OR-01080-00003-00058,,,,or_single_segment
,,no_fist_match,or1080.359,MS-OR-01080-00003-00059,,,,or_single_segment
,,no_fist_match,or1080.41,MS-OR-01080-00004-00001,,,,or_single_segment
,,no_fist_match,or1080.42,MS-OR-01080-00004-00002,,,,or_single_segment
,,no_fist_match,or1080.43,MS-OR-01080-00004-00003,,,,or_single_segment
,,no_fist_match,or1080.44,MS-OR-01080-00004-00004,,,,or_single_segment
,,no_fist_match,or1080.45,MS-OR-01080-00004-00005,,,,or_single_segment
,,no_fist_match,or1080.47,MS-OR-01080-00004-00007,,,,or_single_segment
,,no_fist_match,or1080.48,MS-OR-01080-00004-00008,,,,or_single_segment
,,no_fist_match,or1080.49,MS-OR-01080-00004-00009,,,,or_single_segment
,,no_fist_match,or1080.410,MS-OR-01080-00004-00010,,,,or_single_segment
,,no_fist_match,or1080.411,MS-OR-01080-00004-00011,,,,or_single_segment
,,no_fist_match,or1080.412,MS-OR-01080-00004-00012,,,,or_single_segment
,,no_fist_match,or1080.413,MS-OR-01080-00004-00013,,,,or_single_segment
,,no_fist_match,or1080.414,MS-OR-01080-00004-00014,,,,or_single_segment
,,no_fist_match,or1080.415,MS-OR-01080-00004-00015,,,,or_single_segment
,,no_fist_match,or1080.416,MS-OR-01080-00004-00016,,,,or_single_segment
,,no_fist_match,or1080.417,MS-OR-01080-00004-00017,,,,or_single_segment
,,no_fist_match,or1080.418,MS-OR-01080-00004-00018,,,,or_single_segment
,,no_fist_match,or1080.419,MS-OR-01080-00004-00019,,,,or_single_segment
,,no_fist_match,or1080.420,MS-OR-01080-00004-00020,,,,or_single_segment
,,no_fist_match,or1080.421,MS-OR-01080-00004-00021,,,,or_single_segment
,,no_fist_match,or1080.422,MS-OR-01080-00004-00022,,,,or_single_segment
,,no_fist_match,or1080.423,MS-OR-01080-00004-00023,,,,or_single_segment
,,no_fist_match,or1080.424,MS-OR-01080-00004-00024,,,,or_single_segment
,,no_fist_match,or1080.425,MS-OR-01080-00004-00025,,,,or_single_segment
,,no_fist_match,or1080.426,MS-OR-01080-00004-00026,,,,or_single_segment
,,no_fist_match,or1080.427,MS-OR-01080-00004-00027,,,,or_single_segment
,,no_fist_match,or1080.428,MS-OR-01080-00004-00028,,,,or_single_segment
,,no_fist_match,or1080.429,MS-OR-01080-00004-00029,,,,or_single_segment
,,no_fist_match,or1080.430,MS-OR-01080-00004-00030,,,,or_single_segment
,,no_fist_match,or1080.431,MS-OR-01080-00004-00031,,,,or_single_segment
,,no_fist_match,or1080.432,MS-OR-01080-00004-00032,,,,or_single_segment
,,no_fist_match,or1080.433,MS-OR-01080-00004-00033,,,,or_single_segment
,,no_fist_match,or1080.434,MS-OR-01080-00004-00034,,,,or_single_segment
,,no_fist_match,or1080.435,MS-OR-01080-00004-00035,,,,or_single_segment
,,no_fist_match,or1080.436,MS-OR-01080-00004-00036,,,,or_single_segment
,,no_fist_match,or1080.437,MS-OR-01080-00004-00037,,,,or_single_segment
,,no_fist_match,or1080.438,MS-OR-01080-00004-00038,,,,or_single_segment
,,no_fist_match,or1080.439,MS-OR-01080-00004-00039,,,,or_single_segment
,,no_fist_match,or1080.440,MS-OR-01080-00004-00040,,,,or_single_segment
,,no_fist_match,or1080.441,MS-OR-01080-00004-00041,,,,or_single_segment
,,no_fist_match,or1080.442,MS-OR-01080-00004-00042,,,,or_single_segment
,,no_fist_match,or1080.443,MS-OR-01080-00004-00043,,,,or_single_segment
,,no_fist_match,or1080.444,MS-OR-01080-00004-00044,,,,or_single_segment
,,no_fist_match,or1080.445,MS-OR-01080-00004-00045,,,,or_single_segment
,,no_fist_match,or1080.446,MS-OR-01080-00004-00046,,,,or_single_segment
,,no_fist_match,or1080.447,MS-OR-01080-00004-00047,,,,or_single_segment
,,no_fist_match,or1080.448,MS-OR-01080-00004-00048,,,,or_single_segment
,,no_fist_match,or1080.449,MS-OR-01080-00004-00049,,,,or_single_segment
,,no_fist_match,or1080.450,MS-OR-01080-00004-00050,,,,or_single_segment
,,no_fist_match,or1080.451,MS-OR-01080-00004-00051,,,,or_single_segment
,,no_fist_match,or1080.452,MS-OR-01080-00004-00052,,,,or_single_segment
,,no_fist_match,or1080.453,MS-OR-01080-00004-00053,,,,or_single_segment
,,no_fist_match,or1080.454,MS-OR-01080-00004-00054,,,,or_single_segment
,,no_fist_match,or1080.455,MS-OR-01080-00004-00055,,,,or_single_segment
,,no_fist_match,or1080.456,MS-OR-01080-00004-00056,,,,or_single_segment
,,no_fist_match,or1080.457,MS-OR-01080-00004-00057,,,,or_single_segment
,,no_fist_match,or1080.458,MS-OR-01080-00004-00058,,,,or_single_segment
,,no_fist_match,or1080.459,MS-OR-01080-00004-00059,,,,or_single_segment
,,no_fist_match,or1080.460,MS-OR-01080-00004-00060,,,,or_single_segment
,,no_fist_match,or1080.461,MS-OR-01080-00004-00061,,,,or_single_segment
,,no_fist_match,or1080.465a,MS-OR-01080-00004-00065-A,,,,or_single_segment
,,no_fist_match,or1080.465b,MS-OR-01080-00004-00065-B,,,,or_single_segment
,,no_fist_match,or1080.466,MS-OR-01080-00004-00066,,,,or_single_segment
,,no_fist_match,or1080.51,MS-OR-01080-00005-00001,,,,or_single_segment
,,no_fist_match,or1080.52,MS-OR-01080-00005-00002,,,,or_single_segment
,,no_fist_match,or1080.53,MS-OR-01080-00005-00003,,,,or_single_segment
,,no_fist_match,or1080.54,MS-OR-01080-00005-00004,,,,or_single_segment
,,no_fist_match,or1080.55,MS-OR-01080-00005-00005,,,,or_single_segment
,,no_fist_match,or1080.56,MS-OR-01080-00005-00006,,,,or_single_segment
,,no_fist_match,or1080.57,MS-OR-01080-00005-00007,,,,or_single_segment
,,no_fist_match,or1080.58,MS-OR-01080-00005-00008,,,,or_single_segment
,,no_fist_match,or1080.59,MS-OR-01080-00005-00009,,,,or_single_segment
,,no_fist_match,or1080.510,MS-OR-01080-00005-00010,,,,or_single_segment
,,no_fist_match,or1080.511,MS-OR-01080-00005-00011,,,,or_single_segment
,,no_fist_match,or1080.513,MS-OR-01080-00005-00013,,,,or_single_segment
,,no_fist_match,or1080.514,MS-OR-01080-00005-00014,,,,or_single_segment
,,no_fist_match,or1080.515,MS-OR-01080-00005-00015,,,,or_single_segment
,,no_fist_match,or1080.516,MS-OR-01080-00005-00016,,,,or_single_segment
,,no_fist_match,or1080.517,MS-OR-01080-00005-00017,,,,or_single_segment
,,no_fist_match,or1080.62,MS-OR-01080-00006-00002,,,,or_single_segment
,,no_fist_match,or1080.66,MS-OR-01080-00006-00006,,,,or_single_segment
,,no_fist_match,or1080.67,MS-OR-01080-00006-00007,,,,or_single_segment
,,no_fist_match,or1080.68,MS-OR-01080-00006-00008,,,,or_single_segment
,,no_fist_match,or1080.69,MS-OR-01080-00006-00009,,,,or_single_segment
,,no_fist_match,or1080.611,MS-OR-01080-00006-00011,,,,or_single_segment
,,no_fist_match,or1080.612,MS-OR-01080-00006-00012,,,,or_single_segment
,,no_fist_match,or1080.614,MS-OR-01080-00006-00014,,,,or_single_segment
,,no_fist_match,or1080.615,MS-OR-01080-00006-00015,,,,or_single_segment
,,no_fist_match,or1080.617,MS-OR-01080-00006-00017,,,,or_single_segment
,,no_fist_match,or1080.618,MS-OR-01080-00006-00018,,,,or_single_segment
,,no_fist_match,or1080.619,MS-OR-01080-00006-00019,,,,or_single_segment
,,no_fist_match,or1080.620,MS-OR-01080-00006-00020,,,,or_single_segment
,,no_fist_match,or1080.621,MS-OR-01080-00006-00021,,,,or_single_segment
,,no_fist_match,or1080.622,MS-OR-01080-00006-00022,,,,or_single_segment
,,no_fist_match,or1080.623,MS-OR-01080-00006-00023,,,,or_single_segment
,,no_fist_match,or1080.624,MS-OR-01080-00006-00024,,,,or_single_segment
,,no_fist_match,or1080.625,MS-OR-01080-00006-00025,,,,or_single_segment
,,no_fist_match,or1080.626,MS-OR-01080-00006-00026,,,,or_single_segment
,,no_fist_match,or1080.627,MS-OR-01080-00006-00027,,,,or_single_segment
,,no_fist_match,or1080.628,MS-OR-01080-00006-00028,,,,or_single_segment
,,no_fist_match,or1080.629,MS-OR-01080-00006-00029,,,,or_single_segment
,,no_fist_match,or1080.630,MS-OR-01080-00006-00030,,,,or_single_segment
,,no_fist_match,or1080.631,MS-OR-01080-00006-00031,,,,or_single_segment
,,no_fist_match,or1080.632,MS-OR-01080-00006-00032,,,,or_single_segment
,,no_fist_match,or1080.633,MS-OR-01080-00006-00033,,,,or_single_segment
,,no_fist_match,or1080.634,MS-OR-01080-00006-00034,,,,or_single_segment
,,no_fist_match,or1080.635,MS-OR-01080-00006-00035,,,,or_single_segment
,,no_fist_match,or1080.636,MS-OR-01080-00006-00036,,,,or_single_segment
,,no_fist_match,or1080.637,MS-OR-01080-00006-00037,,,,or_single_segment
,,no_fist_match,or1080.638,MS-OR-01080-00006-00038,,,,or_single_segment
,,no_fist_match,or1080.639,MS-OR-01080-00006-00039,,,,or_single_segment
,,no_fist_match,or1080.640,MS-OR-01080-00006-00040,,,,or_single_segment
,,no_fist_match,or1080.641,MS-OR-01080-00006-00041,,,,or_single_segment
,,no_fist_match,or1080.71,MS-OR-01080-00007-00001,,,,or_single_segment
,,no_fist_match,or1080.72,MS-OR-01080-00007-00002,,,,or_single_segment
,,no_fist_match,or1080.73,MS-OR-01080-00007-00003,,,,or_single_segment
,,no_fist_match,or1080.74,MS-OR-01080-00007-00004,,,,or_single_segment
,,no_fist_match,or1080.75,MS-OR-01080-00007-00005,,,,or_single_segment
,,no_fist_match,or1080.76,MS-OR-01080-00007-00006,,,,or_single_segment
,,no_fist_match,or1080.77,MS-OR-01080-00007-00007,,,,or_single_segment
,,no_fist_match,or1080.78,MS-OR-01080-00007-00008,,,,or_single_segment
,,no_fist_match,or1080.79,MS-OR-01080-00007-00009,,,,or_single_segment
,,no_fist_match,or1080.710,MS-OR-01080-00007-00010,,,,or_single_segment
,,no_fist_match,or1080.711,MS-OR-01080-00007-00011,,,,or_single_segment
,,no_fist_match,or1080.713,MS-OR-01080-00007-00013,,,,or_single_segment
,,no_fist_match,or1080.714,MS-OR-01080-00007-00014,,,,or_single_segment
,,no_fist_match,or1080.715,MS-OR-01080-00007-00015,,,,or_single_segment
,,no_fist_match,or1080.716,MS-OR-01080-00007-00016,,,,or_single_segment
,,no_fist_match,or1080.717,MS-OR-01080-00007-00017,,,,or_single_segment
,,no_fist_match,or1080.718,MS-OR-01080-00007-00018,,,,or_single_segment
,,no_fist_match,or1080.719,MS-OR-01080-00007-00019,,,,or_single_segment
,,no_fist_match,or1080.81,MS-OR-01080-00008-00001,,,,or_single_segment
,,no_fist_match,or1080.82,MS-OR-01080-00008-00002,,,,or_single_segment
,,no_fist_match,or1080.83,MS-OR-01080-00008-00003,,,,or_single_segment
,,no_fist_match,or1080.85,MS-OR-01080-00008-00005,,,,or_single_segment
,,no_fist_match,or1080.86,MS-OR-01080-00008-00006,,,,or_single_segment
,,no_fist_match,or1080.91,MS-OR-01080-00009-00001,,,,or_single_segment
,,no_fist_match,or1080.92,MS-OR-01080-00009-00002,,,,or_single_segment
,,no_fist_match,or1080.93,MS-OR-01080-00009-00003,,,,or_single_segment
,,no_fist_match,or1080.94,MS-OR-01080-00009-00004,,,,or_single_segment
,,no_fist_match,or1080.95,MS-OR-01080-00009-00005,,,,or_single_segment
,,no_fist_match,or1080.96,MS-OR-01080-00009-00006,,,,or_single_segment
,,no_fist_match,or1080.97,MS-OR-01080-00009-00007,,,,or_single_segment
,,no_fist_match,or1080.98,MS-OR-01080-00009-00008,,,,or_single_segment
,,no_fist_match,or1080.99,MS-OR-01080-00009-00009,,,,or_single_segment
,,no_fist_match,or1080.910,MS-OR-01080-00009-00010,,,,or_single_segment
,,no_fist_match,or1080.911,MS-OR-01080-00009-00011,,,,or_single_segment
,,no_fist_match,or1080.912,MS-OR-01080-00009-00012,,,,or_single_segment
,,no_fist_match,or1080.913,MS-OR-01080-00009-00013,,,,or_single_segment
,,no_fist_match,or1080.914,MS-OR-01080-00009-00014,,,,or_single_segment
,,no_fist_match,or1080.915,MS-OR-01080-00009-00015,,,,or_single_segment
,,no_fist_match,or1080.916,MS-OR-01080-00009-00016,,,,or_single_segment
,,no_fist_match,or1080.917,MS-OR-01080-00009-00017,,,,or_single_segment
,,no_fist_match,or1080.919,MS-OR-01080-00009-00019,,,,or_single_segment
,,no_fist_match,or1080.920,MS-OR-01080-00009-00020,,,,or_single_segment
,,no_fist_match,or1080.921,MS-OR-01080-00009-00021,,,,or_single_segment
,,multi_inventory,or1080.11.45,MS-OR-01080-00011-00045,,"2728099,137278111",,or_single_segment
,,multi_inventory,or1080.15.26,MS-OR-01080-00015-00026,,"2729099,137527111",,or_single_segment
,,multi_inventory,or1080b14.1,MS-OR-01080-B-00014-00001,,"2735099,2736099,2737099,2738099,2739099,2740099,2741099,2742099,137717116,137717116",,or_single_segment
,,multi_inventory,or1080b16.3,MS-OR-01080-B-00016-00003,,"2745099,137720116,137720116",,or_single_segment
,,multi_inventory,or1080b16.4,MS-OR-01080-B-00016-00004,,"2746099,2747099,137721116,137721116",,or_single_segment
,,no_fist_match,or1081.11,MS-OR-01081-00001-00001,,,,or_single_segment
,,no_fist_match,or1081.12,MS-OR-01081-00001-00002,,,,or_single_segment
,,no_fist_match,or1081.13,MS-OR-01081-00001-00003,,,,or_single_segment
,,no_fist_match,or1081.14,MS-OR-01081-00001-00004,,,,or_single_segment
,,no_fist_match,or1081.15,MS-OR-01081-00001-00005,,,,or_single_segment
,,multi_inventory,or1081.16,MS-OR-01081-00001-00006,,"41099,42099",,or_single_segment
,,no_fist_match,or1081.17,MS-OR-01081-00001-00007,,,,or_single_segment
,,no_fist_match,or1081.18,MS-OR-01081-00001-00008,,,,or_single_segment
,,no_fist_match,or1081.19,MS-OR-01081-00001-00009,,,,or_single_segment
,,no_fist_match,or1081.110,MS-OR-01081-00001-00010,,,,or_single_segment
,,no_fist_match,or1081.111,MS-OR-01081-00001-00011,,,,or_single_segment
,,no_fist_match,or1081.112,MS-OR-01081-00001-00012,,,,or_single_segment
,,no_fist_match,or1081.113,MS-OR-01081-00001-00013,,,,or_single_segment
,,no_fist_match,or1081.114,MS-OR-01081-00001-00014,,,,or_single_segment
,,no_fist_match,or1081.115,MS-OR-01081-00001-00015,,,,or_single_segment
,,no_fist_match,or1081.116,MS-OR-01081-00001-00016,,,,or_single_segment
,,no_fist_match,or1081.117,MS-OR-01081-00001-00017,,,,or_single_segment
,,no_fist_match,or1081.118,MS-OR-01081-00001-00018,,,,or_single_segment
,,no_fist_match,or1081.119,MS-OR-01081-00001-00019,,,,or_single_segment
,,no_fist_match,or1081.120,MS-OR-01081-00001-00020,,,,or_single_segment
,,no_fist_match,or1081.121,MS-OR-01081-00001-00021,,,,or_single_segment
,,no_fist_match,or1081.122,MS-OR-01081-00001-00022,,,,or_single_segment
,,no_fist_match,or1081.123,MS-OR-01081-00001-00023,,,,or_single_segment
,,no_fist_match,or1081.124,MS-OR-01081-00001-00024,,,,or_single_segment
,,no_fist_match,or1081.125,MS-OR-01081-00001-00025,,,,or_single_segment
,,no_fist_match,or1081.126,MS-OR-01081-00001-00026,,,,or_single_segment
,,no_fist_match,or1081.127,MS-OR-01081-00001-00027,,,,or_single_segment
,,no_fist_match,or1081.128,MS-OR-01081-00001-00028,,,,or_single_segment
,,no_fist_match,or1081.129,MS-OR-01081-00001-00029,,,,or_single_segment
,,no_fist_match,or1081.130,MS-OR-01081-00001-00030,,,,or_single_segment
,,no_fist_match,or1081.131,MS-OR-01081-00001-00031,,,,or_single_segment
,,no_fist_match,or1081.132,MS-OR-01081-00001-00032,,,,or_single_segment
,,no_fist_match,or1081.133,MS-OR-01081-00001-00033,,,,or_single_segment
,,no_fist_match,or1081.134,MS-OR-01081-00001-00034,,,,or_single_segment
,,no_fist_match,or1081.135,MS-OR-01081-00001-00035,,,,or_single_segment
,,no_fist_match,or1081.136,MS-OR-01081-00001-00036,,,,or_single_segment
,,no_fist_match,or1081.137,MS-OR-01081-00001-00037,,,,or_single_segment
,,no_fist_match,or1081.138,MS-OR-01081-00001-00038,,,,or_single_segment
,,no_fist_match,or1081.139,MS-OR-01081-00001-00039,,,,or_single_segment
,,no_fist_match,or1081.140,MS-OR-01081-00001-00040,,,,or_single_segment
,,no_fist_match,or1081.141,MS-OR-01081-00001-00041,,,,or_single_segment
,,no_fist_match,or1081.142,MS-OR-01081-00001-00042,,,,or_single_segment
,,no_fist_match,or1081.143,MS-OR-01081-00001-00043,,,,or_single_segment
,,no_fist_match,or1081.144,MS-OR-01081-00001-00044,,,,or_single_segment
,,no_fist_match,or1081.145,MS-OR-01081-00001-00045,,,,or_single_segment
,,no_fist_match,or1081.146,MS-OR-01081-00001-00046,,,,or_single_segment
,,no_fist_match,or1081.147,MS-OR-01081-00001-00047,,,,or_single_segment
,,no_fist_match,or1081.148,MS-OR-01081-00001-00048,,,,or_single_segment
,,no_fist_match,or1081.149,MS-OR-01081-00001-00049,,,,or_single_segment
,,no_fist_match,or1081.150,MS-OR-01081-00001-00050,,,,or_single_segment
,,no_fist_match,or1081.151,MS-OR-01081-00001-00051,,,,or_single_segment
,,no_fist_match,or1081.152,MS-OR-01081-00001-00052,,,,or_single_segment
,,no_fist_match,or1081.153,MS-OR-01081-00001-00053,,,,or_single_segment
,,no_fist_match,or1081.154,MS-OR-01081-00001-00054,,,,or_single_segment
,,no_fist_match,or1081.155,MS-OR-01081-00001-00055,,,,or_single_segment
,,no_fist_match,or1081.156,MS-OR-01081-00001-00056,,,,or_single_segment
,,no_fist_match,or1081.157,MS-OR-01081-00001-00057,,,,or_single_segment
,,no_fist_match,or1081.158,MS-OR-01081-00001-00058,,,,or_single_segment
,,no_fist_match,or1081.159,MS-OR-01081-00001-00059,,,,or_single_segment
,,no_fist_match,or1081.160,MS-OR-01081-00001-00060,,,,or_single_segment
,,no_fist_match,or1081.161,MS-OR-01081-00001-00061,,,,or_single_segment
,,no_fist_match,or1081.162,MS-OR-01081-00001-00062,,,,or_single_segment
,,no_fist_match,or1081.163,MS-OR-01081-00001-00063,,,,or_single_segment
,,no_fist_match,or1081.164,MS-OR-01081-00001-00064,,,,or_single_segment
,,no_fist_match,or1081.165,MS-OR-01081-00001-00065,,,,or_single_segment
,,no_fist_match,or1081.166,MS-OR-01081-00001-00066,,,,or_single_segment
,,no_fist_match,or1081.167,MS-OR-01081-00001-00067,,,,or_single_segment
,,no_fist_match,or1081.168,MS-OR-01081-00001-00068,,,,or_single_segment
,,no_fist_match,or1081.169,MS-OR-01081-00001-00069,,,,or_single_segment
,,no_fist_match,or1081.170,MS-OR-01081-00001-00070,,,,or_single_segment
,,no_fist_match,or1081.171,MS-OR-01081-00001-00071,,,,or_single_segment
,,no_fist_match,or1081.172,MS-OR-01081-00001-00072,,,,or_single_segment
,,no_fist_match,or1081.173,MS-OR-01081-00001-00073,,,,or_single_segment
,,no_fist_match,or1081.174,MS-OR-01081-00001-00074,,,,or_single_segment
,,no_fist_match,or1081.175,MS-OR-01081-00001-00075,,,,or_single_segment
,,no_fist_match,or1081.176,MS-OR-01081-00001-00076,,,,or_single_segment
,,no_fist_match,or1081.177,MS-OR-01081-00001-00077,,,,or_single_segment
,,no_fist_match,or1081.178,MS-OR-01081-00001-00078,,,,or_single_segment
,,no_fist_match,or1081.179,MS-OR-01081-00001-00079,,,,or_single_segment
,,no_fist_match,or1081.180,MS-OR-01081-00001-00080,,,,or_single_segment
,,no_fist_match,or1081.181,MS-OR-01081-00001-00081,,,,or_single_segment
,,no_fist_match,or1081.182,MS-OR-01081-00001-00082,,,,or_single_segment
,,no_fist_match,or1081.21,MS-OR-01081-00002-00001,,,,or_single_segment
,,no_fist_match,or1081.22,MS-OR-01081-00002-00002,,,,or_single_segment
,,no_fist_match,or1081.23,MS-OR-01081-00002-00003,,,,or_single_segment
,,no_fist_match,or1081.24,MS-OR-01081-00002-00004,,,,or_single_segment
,,no_fist_match,or1081.25,MS-OR-01081-00002-00005,,,,or_single_segment
,,no_fist_match,or1081.26,MS-OR-01081-00002-00006,,,,or_single_segment
,,no_fist_match,or1081.26a,MS-OR-01081-00002-00006-A,,,,or_single_segment
,,no_fist_match,or1081.27,MS-OR-01081-00002-00007,,,,or_single_segment
,,no_fist_match,or1081.28,MS-OR-01081-00002-00008,,,,or_single_segment
,,no_fist_match,or1081.29,MS-OR-01081-00002-00009,,,,or_single_segment
,,no_fist_match,or1081.210,MS-OR-01081-00002-00010,,,,or_single_segment
,,no_fist_match,or1081.211,MS-OR-01081-00002-00011,,,,or_single_segment
,,no_fist_match,or1081.212,MS-OR-01081-00002-00012,,,,or_single_segment
,,no_fist_match,or1081.213,MS-OR-01081-00002-00013,,,,or_single_segment
,,no_fist_match,or1081.214,MS-OR-01081-00002-00014,,,,or_single_segment
,,no_fist_match,or1081.215,MS-OR-01081-00002-00015,,,,or_single_segment
,,no_fist_match,or1081.216,MS-OR-01081-00002-00016,,,,or_single_segment
,,no_fist_match,or1081.217,MS-OR-01081-00002-00017,,,,or_single_segment
,,no_fist_match,or1081.218,MS-OR-01081-00002-00018,,,,or_single_segment
,,no_fist_match,or1081.219,MS-OR-01081-00002-00019,,,,or_single_segment
,,no_fist_match,or1081.220,MS-OR-01081-00002-00020,,,,or_single_segment
,,no_fist_match,or1081.221,MS-OR-01081-00002-00021,,,,or_single_segment
,,no_fist_match,or1081.222,MS-OR-01081-00002-00022,,,,or_single_segment
,,no_fist_match,or1081.223,MS-OR-01081-00002-00023,,,,or_single_segment
,,no_fist_match,or1081.224,MS-OR-01081-00002-00024,,,,or_single_segment
,,no_fist_match,or1081.225,MS-OR-01081-00002-00025,,,,or_single_segment
,,no_fist_match,or1081.226,MS-OR-01081-00002-00026,,,,or_single_segment
,,no_fist_match,or1081.227,MS-OR-01081-00002-00027,,,,or_single_segment
,,no_fist_match,or1081.228,MS-OR-01081-00002-00028,,,,or_single_segment
,,no_fist_match,or1081.229,MS-OR-01081-00002-00029,,,,or_single_segment
,,no_fist_match,or1081.230,MS-OR-01081-00002-00030,,,,or_single_segment
,,no_fist_match,or1081.231,MS-OR-01081-00002-00031,,,,or_single_segment
,,no_fist_match,or1081.232,MS-OR-01081-00002-00032,,,,or_single_segment
,,no_fist_match,or1081.233,MS-OR-01081-00002-00033,,,,or_single_segment
,,no_fist_match,or1081.234,MS-OR-01081-00002-00034,,,,or_single_segment
,,no_fist_match,or1081.235,MS-OR-01081-00002-00035,,,,or_single_segment
,,no_fist_match,or1081.236,MS-OR-01081-00002-00036,,,,or_single_segment
,,no_fist_match,or1081.237,MS-OR-01081-00002-00037,,,,or_single_segment
,,no_fist_match,or1081.238,MS-OR-01081-00002-00038,,,,or_single_segment
,,no_fist_match,or1081.239,MS-OR-01081-00002-00039,,,,or_single_segment
,,no_fist_match,or1081.240,MS-OR-01081-00002-00040,,,,or_single_segment
,,no_fist_match,or1081.241,MS-OR-01081-00002-00041,,,,or_single_segment
